대분류,중분류,소분류,업종코드,업종명
D,35,352,3520,연료용 가스 제조 및 배관공급업
D,35,352,35200,연료용 가스 제조 및 배관공급업
D,35,353,353,증기_냉_온수 및 공기 조절 공급업
D,35,353,3530,증기_냉_온수 및 공기 조절 공급업
D,35,353,35300,증기_냉_온수 및 공기 조절 공급업
E,36,360,360,수도업
E,36,360,3601,생활용수 공급업
E,36,360,36010,생활용수 공급업
E,36,360,3602,산업용수 공급업
E,36,360,36020,산업용수 공급업
E,37,370,370,하수_폐수 및 분뇨 처리업
E,37,370,3701,하수 및 폐수 처리업
E,37,370,37011,하수 처리업
E,37,370,37012,폐수 처리업
E,37,370,3702,분뇨 처리업
E,37,370,37021,사람 분뇨 처리업
E,37,370,37022,축산 분뇨 처리업
E,38,381,381,폐기물 수집_운반업
E,38,381,3811,지정 외 폐기물 수집_운반업
E,38,381,38110,지정 외 폐기물 수집_운반업
E,38,381,3812,지정 폐기물 수집_운반업
E,38,381,38120,지정 폐기물 수집_운반업
E,38,381,3813,건설 폐기물 수집_운반업
E,38,381,38130,건설 폐기물 수집_운반업
E,38,382,382,폐기물 처리업
E,38,382,3821,지정 외 폐기물 처리업
E,38,382,38210,지정 외 폐기물 처리업
E,38,382,3822,지정 폐기물 처리업
E,38,382,38220,지정 폐기물 처리업
E,38,382,3823,건설 폐기물 처리업
E,38,382,38230,건설 폐기물 처리업
E,38,382,3824,방사성 폐기물 수집_운반 및 처리업
E,38,382,38240,방사성 폐기물 수집_운반 및 처리업
E,38,383,383,해체_선별 및 원료 재생업
E,38,383,3831,금속류 해체_선별 및 원료 재생업
E,38,383,38311,금속류 해체 및 선별업
E,38,383,38312,금속류 원료 재생업
E,38,383,3832,비금속류 해체_선별 및 원료 재생업
E,38,383,38321,비금속류 해체 및 선별업
E,38,383,38322,비금속류 원료 재생업
E,39,390,390,환경 정화 및 복원업
E,39,390,3900,환경 정화 및 복원업
E,39,390,39001,토양 및 지하수 정화업
E,39,390,39009,기타 환경 정화 및 복원업
F,42,424,42499,그 외 기타 건축 마무리 공사업
F,42,425,425,시설물 유지관리 공사업
F,42,425,4250,시설물 유지관리 공사업
F,42,425,42500,시설물 유지관리 공사업
F,42,426,426,건설장비 운영업
F,42,426,4260,건설장비 운영업
F,42,426,42600,건설장비 운영업
F,41,411,411,건물 건설업
F,41,411,4111,주거용 건물 건설업
F,41,411,41111,단독 주택 건설업
F,41,411,41112,아파트 건설업
F,41,411,4112,비주거용 건물 건설업
F,41,411,41121,사무_상업용 및 공공기관용 건물 건설업
F,41,411,41122,제조업 및 유사 산업용 건물 건설업
F,41,411,41129,기타 비주거용 건물 건설업
F,41,412,412,토목 건설업
F,41,412,4121,지반조성 건설업
F,41,412,41210,지반조성 건설업
F,41,412,4122,토목 시설물 건설업
F,41,412,41221,도로 건설업
F,41,412,41222,교량_터널 및 철도 건설업
F,41,412,41223,항만_수로_댐 및 유사 구조물 건설업
F,41,412,41224,환경설비 건설업
F,41,412,41225,산업 생산시설 종합 건설업
F,41,412,41226,조경 건설업
F,41,412,41229,기타 토목 시설물 건설업
F,42,421,421,기반조성 및 시설물 축조관련 전문공사업
F,42,421,4211,건물 및 구축물 해체 공사업
F,42,421,42110,건물 및 구축물 해체 공사업
F,42,421,4212,기반조성 관련 전문공사업
F,42,421,42121,토공사업
F,42,421,42122,보링_그라우팅 및 관정 공사업
F,42,421,42123,파일공사 및 축조관련 기초 공사업
F,42,421,42129,기타 기반조성 관련 전문공사업
F,42,421,4213,시설물 축조 관련 전문공사업
F,42,421,42131,철골 및 관련 구조물 공사업
F,42,421,42132,콘크리트 및 철근 공사업
F,42,421,42133,조적 및 석공사업
F,42,421,42134,포장 공사업
F,42,421,42135,철도 궤도 전문공사업
F,42,421,42136,수중 공사업
F,42,421,42137,비계 및 형틀 공사업
F,42,421,42138,지붕_내_외벽 축조 관련 전문공사업
F,42,421,42139,기타 옥외 시설물 축조관련 전문공사업
F,42,422,422,건물설비 설치 공사업
F,42,422,4220,건물설비 설치 공사업
F,42,422,42201,배관 및 냉_난방 공사업
F,42,422,42202,건물용 기계_장비 설치 공사업
F,42,422,42203,방음_방진 및 내화 공사업
F,42,422,42204,소방시설 공사업
F,42,422,42209,기타 건물 관련설비 설치 공사업
F,42,423,423,전기 및 통신 공사업
F,42,423,4231,전기 공사업
F,42,423,42311,일반 전기 공사업
F,42,423,42312,내부 전기배선 공사업
F,42,423,4232,통신 공사업
F,42,423,42321,일반 통신 공사업
F,41,411,41119,기타 공동 주택 건설업
F,42,423,42322,내부 통신배선 공사업
F,42,424,424,실내건축 및 건축마무리 공사업
F,42,424,4241,도장_도배 및 내장 공사업
F,42,424,42411,도장 공사업
F,42,424,42412,도배_실내 장식 및 내장 목공사업
F,42,424,4242,유리 및 창호 공사업
F,42,424,42420,유리 및 창호 공사업
F,42,424,4249,기타 건축 마무리 공사업
F,42,424,42491,미장_타일 및 방수 공사업
F,42,424,42492,건물용 금속 공작물 설치 공사업
G,47,478,47869,기타 중고 상품 소매업
G,47,479,479,무점포 소매업
G,47,479,4791,통신 판매업
G,47,479,47911,전자상거래 소매 중개업
G,47,479,47912,전자상거래 소매업
G,47,479,47919,기타 통신 판매업
G,47,479,4792,노점 및 유사 이동 소매업
G,47,479,47920,노점 및 유사 이동 소매업
G,47,479,4799,기타 무점포 소매업
G,47,479,47991,자동 판매기 운영업
G,47,479,47992,계약배달 판매업
G,47,479,47993,방문 판매업
G,47,479,47999,그 외 기타 무점포 소매업
G,47,474,47417,유아용 의류 소매업
G,47,474,47419,기타 의복 소매업
G,47,474,4742,섬유_직물 및 의복 액세서리 소매업
G,47,474,47421,가정용 직물제품 소매업
G,47,474,47422,의복 액세서리 및 모조 장신구 소매업
G,47,474,47429,섬유 원단_실 및 기타 섬유제품 소매업
G,47,474,4743,신발 소매업
G,47,474,47430,신발 소매업
G,47,474,4744,가방 및 기타 가죽제품 소매업
G,47,474,47440,가방 및 기타 가죽제품 소매업
G,47,475,475,기타 생활용품 소매업
G,47,475,4751,철물_공구_창호 및 건설자재 소매업
G,47,475,47511,철물 및 난방용구 소매업
G,47,475,47512,공구 소매업
G,47,475,47513,벽지_마루덮개 및 장판류 소매업
G,47,475,47519,페인트_창호 및 기타 건설자재 소매업
G,47,475,4752,가구 소매업
G,47,475,47520,가구 소매업
G,47,475,4759,그 외 기타 가정용품 소매업
G,47,475,47591,전기용품 및 조명장치 소매업
G,47,475,47592,주방용품 및 가정용 유리_요업제품 소매업
G,47,475,47593,악기 소매업
G,47,475,47599,그 외 기타 분류 안된 가정용품 소매업
G,47,476,476,문화_오락 및 여가 용품 소매업
G,47,476,4761,서적 및 문구용품 소매업
G,47,476,47611,서적_신문 및 잡지류 소매업
G,47,476,47612,문구용품 및 회화용품 소매업
G,47,476,4762,음반 및 비디오물 소매업
G,47,476,47620,음반 및 비디오물 소매업
G,47,476,4763,운동용품 및 자전거 소매업
G,47,476,47631,운동 및 경기용품 소매업
G,47,476,47632,자전거 및 기타 운송장비 소매업
G,47,476,4764,게임용구_인형 및 장난감 소매업
G,47,476,47640,게임용구_인형 및 장난감 소매업
G,47,477,477,연료 소매업
G,47,477,4771,운송장비용 연료 소매업
G,47,477,47711,운송장비용 주유소 운영업
G,47,477,47712,운송장비용 가스 충전업
G,47,477,4772,가정용 연료 소매업
G,47,477,47721,가정용 고체 연료 소매업
G,47,477,47722,가정용 액체 연료 소매업
G,47,477,47723,가정용 가스 연료 소매업
G,47,478,478,기타 상품 전문 소매업
G,47,478,4781,의약품_의료용 기구_화장품 및 방향제 소매업
G,47,478,47811,의약품 및 의료용품 소매업
G,47,478,47812,의료용 기구 소매업
G,47,478,47813,화장품_비누 및 방향제 소매업
G,47,478,4782,사무용 기기_안경_사진장비 및 정밀기기 소매업
G,47,478,47821,사무용 기기 소매업
G,47,478,47822,안경 및 렌즈 소매업
G,47,478,47823,사진기 및 사진용품 소매업
G,47,478,47829,기타 광학 및 정밀 기기 소매업
G,47,478,4783,시계 및 귀금속 소매업
G,47,478,47830,시계 및 귀금속 소매업
G,47,478,4784,예술품_기념품 및 장식용품 소매업
G,47,478,47841,예술품 및 골동품 소매업
G,47,478,47842,기념품_관광 민예품 및 장식용품 소매업
G,47,478,4785,그 외 기타 상품 전문 소매업
G,47,478,47851,화초 및 식물 소매업
G,47,478,47852,애완용 동물 및 관련용품 소매업
G,47,478,47859,그 외 기타 분류 안된 상품 전문 소매업
G,47,478,4786,중고 상품 소매업
G,47,478,47861,중고 가구 소매업
G,47,478,47862,중고 가전제품 및 통신장비 소매업
G,46,464,46441,의약품 도매업
G,46,464,46442,의료용품 도매업
G,46,464,46443,화장품 및 화장용품 도매업
G,46,464,46444,비누 및 세정제 도매업
G,46,464,4645,생활용 포장_위생용품_문구용품 및 출판 인쇄물 도매업
G,46,464,46451,생활용 포장 및 위생용품_봉투 및 유사 제품 도매업
G,46,464,46452,문구용품_회화용품_사무용품 도매업
G,46,464,46453,서적_잡지 및 기타 인쇄물 도매업
G,46,464,4646,음반 및 비디오물_악기_오락 및 경기용품 도매업
G,46,464,46461,음반 및 비디오물 도매업
G,46,464,46462,악기 도매업
G,46,464,46463,장난감 및 취미_오락용품 도매업
G,46,464,46464,운동 및 경기용품 도매업
G,46,464,46465,자전거 및 기타 운송장비 도매업
G,46,464,4649,가방_시계_안경 및 기타 생활용품 도매업
G,46,464,46491,가방 및 보호용 케이스 도매업
G,46,464,46492,시계 및 귀금속 제품 도매업
G,46,464,46493,안경_사진장비 및 광학용품 도매업
G,46,464,46499,그 외 기타 생활용품 도매업
G,46,465,465,기계장비 및 관련 물품 도매업
G,46,465,4651,컴퓨터 및 주변장치_소프트웨어 도매업
G,46,465,46510,컴퓨터 및 주변장치_소프트웨어 도매업
G,46,465,4652,가전제품_통신장비 및 부품 도매업
G,46,465,46521,가전제품 및 부품 도매업
G,46,465,46522,통신_방송장비 및 부품 도매업
G,46,465,4653,산업용 기계 및 장비 도매업
G,46,465,46531,농림업용 기계 및 장비 도매업
G,46,465,46532,건설_광업용 기계 및 장비 도매업
G,46,465,46533,공작용 기계 및 장비 도매업
G,46,465,46539,기타 산업용 기계 및 장비 도매업
G,46,465,4659,기타 기계 및 장비 도매업
G,46,465,46591,사무용 가구 및 기기 도매업
G,46,465,46592,의료 기기 도매업
G,46,465,46593,정밀 기기 및 과학 기기 도매업
G,46,465,46594,수송용 운송장비 도매업
G,46,465,46595,전기용 기계_장비 및 관련 기자재 도매업
G,46,465,46596,전지 및 케이블 도매업
G,46,465,46599,그 외 기타 기계 및 장비 도매업
G,46,466,466,건축 자재_철물 및 난방장치 도매업
G,46,466,4661,일반 건축자재 도매업
G,46,466,46611,원목 및 건축관련 목제품 도매업
G,46,466,46612,골재_벽돌 및 시멘트 도매업
G,46,466,46613,유리 및 창호 도매업
G,46,466,4662,냉_난방장치 및 철물_수공구 도매업
G,46,466,46621,배관 및 냉_난방장치 도매업
G,46,466,46622,철물_금속 파스너 및 수공구 도매업
G,46,466,4669,기타 건축자재 도매업
G,46,466,46691,도료 도매업
G,46,466,46692,벽지 및 장판류 도매업
G,46,466,46699,그 외 기타 건축자재 도매업
G,46,467,467,기타 전문 도매업
G,46,467,4671,연료_연료용 광물 및 관련제품 도매업
G,46,467,46711,고체 연료 및 관련제품 도매업
G,46,467,46712,액체 연료 및 관련제품 도매업
G,46,467,46713,기체 연료 및 관련제품 도매업
G,46,467,4672,1차 금속제품 및 금속광물 도매업
G,46,467,46721,1차 금속제품 도매업
G,46,467,46722,금속광물 도매업
G,46,467,4673,화학 물질 및 화학제품 도매업
G,46,467,46731,염료_안료 및 관련제품 도매업
G,47,474,47413,속옷 및 잠옷 소매업
G,47,474,47414,셔츠 및 블라우스 소매업
G,47,474,47415,한복 소매업
G,47,474,47416,가죽 및 모피 의복 소매업
G,45,452,45219,기타 자동차 신품 부품 및 내장품 판매업
G,45,452,4522,자동차 중고 부품 및 내장품 판매업
G,45,452,45220,자동차 중고 부품 및 내장품 판매업
G,45,453,453,모터사이클 및 부품 판매업
G,45,453,4530,모터사이클 및 부품 판매업
G,45,453,45301,모터사이클 및 부품 도매업
G,45,453,45302,모터사이클 및 부품 소매업
G,46,461,461,상품 중개업
G,46,461,4610,상품 중개업
G,46,461,46101,산업용 농_축산물_섬유 원료 및 동물 중개업
G,46,461,46102,음_식료품 및 담배 중개업
G,46,461,46103,섬유_의복_신발 및 가죽제품 중개업
G,46,461,46104,목재 및 건축자재 중개업
G,46,461,46105,연료_광물_1차 금속_비료 및 화학제품 중개업
G,46,461,46106,기계 및 장비 중개업
G,46,461,46107,그 외 기타 특정 상품 중개업
G,46,461,46109,상품 종합 중개업
G,46,462,462,산업용 농_축산물 및 동_식물 도매업
G,46,462,4620,산업용 농_축산물 및 동_식물 도매업
G,46,462,46201,곡물 및 유지작물 도매업
G,46,462,46202,종자 및 묘목 도매업
G,46,462,46203,사료 도매업
G,46,462,46204,화훼류 및 식물 도매업
G,46,462,46205,육지 동물 및 애완 동물 도매업
G,46,462,46209,기타 산업용 농산물 도매업
G,46,463,463,음_식료품 및 담배 도매업
G,46,463,4631,신선 식품 및 단순 가공 식품 도매업
G,46,463,46311,과실류 도매업
G,46,463,46312,채소류_서류 및 향신작물류 도매업
G,46,463,46313,육류 도매업
G,46,463,46314,건어물 및 젓갈류 도매업
G,46,463,46315,신선_냉동 및 기타 수산물 도매업
G,46,463,46319,기타 신선 식품 및 단순 가공 식품 도매업
G,46,463,4632,가공식품 도매업
G,46,463,46321,육류 가공식품 도매업
G,46,463,46322,수산물 가공식품 도매업
G,46,463,46323,빵류_과자류_당류_초콜릿 도매업
G,46,463,46324,낙농품 및 동_식물성 유지 도매업
G,46,463,46325,커피 및 차류 도매업
G,46,463,46326,조미료 도매업
G,46,463,46329,기타 가공식품 도매업
G,46,463,4633,음료 및 담배 도매업
G,46,463,46331,주류 도매업
G,46,463,46332,비알코올 음료 도매업
G,46,463,46333,담배 도매업
G,46,464,464,생활용품 도매업
G,46,464,4641,생활용 섬유제품_의복_의복 액세서리 및 모피제품 도매업
G,46,464,46411,생활용 섬유 및 실 도매업
G,46,464,46412,커튼 및 침구용품 도매업
G,46,464,46413,남녀용 겉옷 및 셔츠 도매업
G,46,464,46414,유아용 의류 도매업
G,46,464,46415,속옷 및 잠옷 도매업
G,46,464,46416,가죽 및 모피 제품 도매업
G,46,464,46417,의복 액세서리 및 모조 장신구 도매업
G,46,464,46419,기타 생활용 섬유 및 직물 제품 도매업
G,46,464,4642,신발 도매업
G,46,464,46420,신발 도매업
G,46,464,4643,생활용 가구_조명기구 및 비전기식 생활용기기 도매업
G,46,464,46431,생활용 가구 도매업
G,46,464,46432,전구_램프 및 조명장치 도매업
G,46,464,46433,생활용 유리_요업_목재_금속 제품 및 날붙이 도매업
G,46,464,46439,기타 비전기식 생활용 기기 및 기구 도매업
G,46,464,4644,의약품_의료용품 및 화장품 도매업
G,46,467,46732,비료 및 농약 도매업
G,46,467,46733,플라스틱 물질 및 합성고무 도매업
G,46,467,46739,기타 화학 물질 및 화학제품 도매업
G,46,467,4674,방직용 섬유_실 및 직물 도매업
G,46,467,46741,방직용 섬유 및 실 도매업
G,46,467,46742,직물 도매업
G,46,467,4675,종이 원지_판지_종이상자 도매업
G,46,467,46750,종이 원지_판지_종이상자 도매업
G,46,467,4679,재생용 재료 및 기타 상품 전문 도매업
G,46,467,46791,재생용 재료 수집 및 판매업
G,46,467,46799,그 외 기타 상품 전문 도매업
G,46,468,468,상품 종합 도매업
G,46,468,4680,상품 종합 도매업
G,46,468,46800,상품 종합 도매업
G,47,471,471,종합 소매업
G,47,471,4711,대형 종합 소매업
G,47,471,47111,백화점
G,47,471,47112,대형 마트
G,47,471,47119,기타 대형 종합 소매업
G,47,471,4712,음_식료품 위주 종합 소매업
G,47,471,47121,슈퍼마켓
G,47,471,47122,체인화 편의점
G,47,471,47129,기타 음_식료품 위주 종합 소매업
G,47,471,4713,면세점
G,47,471,47130,면세점
G,47,471,4719,그 외 기타 종합 소매업
G,47,471,47190,그 외 기타 종합 소매업
G,47,472,472,음_식료품 및 담배 소매업
G,47,472,4721,식료품 소매업
G,47,472,47211,곡물_곡분 및 가축 사료 소매업
G,47,472,47212,육류 소매업
G,47,472,47213,건어물 및 젓갈류 소매업
G,47,472,47214,신선_냉동 및 기타 수산물 소매업
G,47,472,47215,채소_과실 및 뿌리작물 소매업
G,47,472,47216,빵류_과자류 및 당류 소매업
G,47,472,47217,건강 보조식품 소매업
G,47,472,47218,조리 반찬류 소매업
G,47,472,47219,기타 식료품 소매업
G,47,472,4722,음료 및 담배 소매업
G,47,472,47221,음료 소매업
G,47,472,47222,담배 소매업
G,47,473,473,가전제품 및 정보 통신장비 소매업
G,47,473,4731,컴퓨터 및 주변장치_소프트웨어 및 통신기기 소매업
G,47,473,47311,컴퓨터 및 주변장치_소프트웨어 소매업
G,47,473,47312,통신기기 소매업
G,47,473,4732,가전제품 소매업
G,47,473,47320,가전제품 소매업
G,47,474,474,섬유_의복_신발 및 가죽제품 소매업
G,47,474,4741,의복 소매업
G,47,474,47411,남자용 겉옷 소매업
G,47,474,47412,여자용 겉옷 소매업
G,45,451,451,자동차 판매업
G,45,451,4511,자동차 신품 판매업
G,45,451,45110,자동차 신품 판매업
G,45,451,4512,중고 자동차 판매업
G,45,451,45120,중고 자동차 판매업
G,45,452,452,자동차 부품 및 내장품 판매업
G,45,452,4521,자동차 신품 부품 및 내장품 판매업
G,45,452,45211,자동차 신품 타이어 및 튜브 판매업
G,45,452,45212,자동차용 전용 신품 부품 판매업
G,45,452,45213,자동차 내장용 신품 전기_전자_정밀기기 판매업
H,52,529,52912,여객 자동차 터미널 운영업
H,52,529,52913,물류 터미널 운영업
H,52,529,52914,도로 및 관련시설 운영업
H,52,529,52915,주차장 운영업
H,52,529,52919,기타 육상 운송지원 서비스업
H,52,529,5292,수상 운송 지원 서비스업
H,52,529,52921,항구 및 기타 해상 터미널 운영업
H,52,529,52929,기타 수상 운송 지원 서비스업
H,52,529,5293,항공 운송 지원 서비스업
H,52,529,52931,공항 운영업
H,52,529,52939,기타 항공 운송지원 서비스업
H,52,529,5294,화물 취급업
H,52,529,52941,항공 및 육상 화물 취급업
H,52,529,52942,수상 화물 취급업
H,52,529,5299,그 외 기타 운송관련 서비스업
H,52,529,52991,통관 대리 및 관련서비스업
H,52,529,52992,화물 운송 중개_대리 및 관련 서비스업
H,52,529,52993,화물 포장_검수 및 계량 서비스업
H,52,529,52999,그 외 기타 분류 안된 운송관련 서비스업
H,49,491,491,철도 운송업
H,49,491,4910,철도 운송업
H,49,491,49101,철도 여객 운송업
H,49,491,49102,철도 화물 운송업
H,49,492,492,육상 여객 운송업
H,49,492,4921,도시 정기 육상 여객 운송업
H,49,492,49211,도시철도 운송업
H,49,492,49212,시내버스 운송업
H,49,492,49219,기타 도시 정기 육상 여객 운송업
H,49,492,4922,시외버스 운송업
H,49,492,49220,시외버스 운송업
H,49,492,4923,부정기 육상 여객 운송업
H,49,492,49231,택시 운송업
H,49,492,49232,전세버스 운송업
H,49,492,49233,특수 여객 자동차 운송업
H,49,492,49239,기타 부정기 여객 육상 운송업
H,49,493,493,도로 화물 운송업
H,49,493,4930,도로 화물 운송업
H,49,493,49301,일반 화물 자동차 운송업
H,49,493,49302,용달 화물 자동차 운송업
H,49,493,49303,개별 화물 자동차 운송업
H,49,493,49309,기타 도로 화물 운송업
H,49,494,494,소화물 전문 운송업
H,49,494,4940,소화물 전문 운송업
H,49,494,49401,택배업
H,49,494,49402,늘찬 배달업
H,49,495,495,파이프라인 운송업
H,49,495,4950,파이프라인 운송업
H,49,495,49500,파이프라인 운송업
H,50,501,501,해상 운송업
H,50,501,5011,외항 운송업
H,50,501,50111,외항 여객 운송업
H,50,501,50112,외항 화물 운송업
H,50,501,5012,내항 운송업
H,50,501,50121,내항 여객 운송업
H,50,501,50122,내항 화물 운송업
H,50,501,5013,기타 해상 운송업
H,50,501,50130,기타 해상 운송업
H,50,502,502,내륙 수상 및 항만 내 운송업
H,50,502,5020,내륙 수상 및 항만 내 운송업
H,50,502,50201,내륙 수상 여객 및 화물 운송업
H,50,502,50202,항만 내 여객 운송업
H,50,502,50209,기타 내륙 수상 운송업
H,51,511,511,항공 여객 운송업
H,51,511,5110,항공 여객 운송업
H,51,511,51100,항공 여객 운송업
H,51,512,512,항공 화물 운송업
H,51,512,5120,항공 화물 운송업
H,51,512,51200,항공 화물 운송업
H,52,521,521,보관 및 창고업
H,52,521,5210,보관 및 창고업
H,52,521,52101,일반 창고업
H,52,521,52102,냉장 및 냉동 창고업
H,52,521,52103,농산물 창고업
H,52,521,52104,위험 물품 보관업
H,52,521,52109,기타 보관 및 창고업
H,52,529,529,기타 운송관련 서비스업
H,52,529,5291,육상 운송 지원 서비스업
H,52,529,52911,철도 운송 지원 서비스업
I,55,551,551,일반 및 생활 숙박시설 운영업
I,55,551,5510,일반 및 생활 숙박시설 운영업
I,55,551,55101,호텔업
I,55,551,55102,여관업
I,55,551,55103,휴양 콘도 운영업
I,55,551,55104,민박업
I,55,551,55109,기타 일반 및 생활 숙박시설 운영업
I,55,559,559,기타 숙박업
I,55,559,5590,기타 숙박업
I,55,559,55901,기숙사 및 고시원 운영업
I,55,559,55909,그 외 기타 숙박업
I,56,561,561,음식점업
I,56,561,5611,한식 음식점업
I,56,561,56111,한식 일반 음식점업
I,56,561,56112,한식 면 요리 전문점
I,56,561,56113,한식 육류 요리 전문점
I,56,561,56114,한식 해산물 요리 전문점
I,56,561,5612,외국식 음식점업
I,56,561,56121,중식 음식점업
I,56,561,56122,일식 음식점업
I,56,561,56123,서양식 음식점업
I,56,561,56129,기타 외국식 음식점업
I,56,561,5613,기관 구내식당업
I,56,561,56130,기관 구내식당업
I,56,561,5614,출장 및 이동 음식점업
I,56,561,56141,출장 음식 서비스업
I,56,561,56142,이동 음식점업
I,56,561,5619,기타 간이 음식점업
I,56,561,56191,제과점업
I,56,561,56192,피자_햄버거_샌드위치 및 유사 음식점업
I,56,561,56193,치킨 전문점
I,56,561,56194,김밥 및 기타 간이 음식점업
I,56,561,56199,간이 음식 포장 판매 전문점
I,56,562,562,주점 및 비알코올 음료점업
I,56,562,5621,주점업
I,56,562,56211,일반 유흥 주점업
I,56,562,56212,무도 유흥 주점업
I,56,562,56213,생맥주 전문점
I,56,562,56219,기타 주점업
I,56,562,5622,비알코올 음료점업
I,56,562,56221,커피 전문점
I,56,562,56229,기타 비알코올 음료점업
J,62,620,6201,컴퓨터 프로그래밍 서비스업
J,62,620,62010,컴퓨터 프로그래밍 서비스업
J,62,620,6202,컴퓨터 시스템 통합 자문_구축 및 관리업
J,62,620,62021,컴퓨터 시스템 통합 자문 및 구축 서비스업
J,62,620,62022,컴퓨터시설 관리업
J,62,620,6209,기타 정보 기술 및 컴퓨터 운영 관련 서비스업
J,62,620,62090,기타 정보 기술 및 컴퓨터 운영 관련 서비스업
J,63,631,631,자료 처리_호스팅_포털 및 기타 인터넷 정보 매개 서비스업
J,63,631,6311,자료 처리_호스팅 및 관련 서비스업
J,63,631,63111,자료 처리업
J,63,631,63112,호스팅 및 관련 서비스업
J,63,631,6312,포털 및 기타 인터넷 정보 매개 서비스업
J,63,631,63120,포털 및 기타 인터넷 정보 매개 서비스업
J,63,639,639,기타 정보 서비스업
J,63,639,6391,뉴스 제공업
J,63,639,63910,뉴스 제공업
J,63,639,6399,그 외 기타 정보 서비스업
J,63,639,63991,데이터베이스 및 온라인 정보 제공업
J,63,639,63999,그 외 기타 정보 서비스업
J,58,581,581,서적_잡지 및 기타 인쇄물 출판업
J,58,581,5811,서적 출판업
J,58,581,58111,교과서 및 학습 서적 출판업
J,58,581,58112,만화 출판업
J,58,581,58113,일반 서적 출판업
J,58,581,5812,신문_잡지 및 정기 간행물 출판업
J,58,581,58121,신문 발행업
J,58,581,58122,잡지 및 정기 간행물 발행업
J,58,581,58123,정기 광고 간행물 발행업
J,58,581,5819,기타 인쇄물 출판업
J,58,581,58190,기타 인쇄물 출판업
J,58,582,582,소프트웨어 개발 및 공급업
J,58,582,5821,게임 소프트웨어 개발 및 공급업
J,58,582,58211,유선 온라인 게임 소프트웨어 개발 및 공급업
J,58,582,58212,모바일 게임 소프트웨어 개발 및 공급업
J,58,582,58219,기타 게임 소프트웨어 개발 및 공급업
J,58,582,5822,시스템_응용 소프트웨어 개발 및 공급업
J,58,582,58221,시스템 소프트웨어 개발 및 공급업
J,58,582,58222,응용 소프트웨어 개발 및 공급업
J,59,591,591,영화_비디오물_방송 프로그램 제작 및 배급업
J,59,591,5911,영화_비디오물 및 방송 프로그램 제작업
J,59,591,59111,일반 영화 및 비디오물 제작업
J,59,591,59112,애니메이션 영화 및 비디오물 제작업
J,59,591,59113,광고 영화 및 비디오물 제작업
J,59,591,59114,방송 프로그램 제작업
J,59,591,5912,영화_비디오물 및 방송 프로그램 제작 관련 서비스업
J,59,591,59120,영화_비디오물 및 방송 프로그램 제작 관련 서비스업
J,59,591,5913,영화_비디오물 및 방송 프로그램 배급업
J,59,591,59130,영화_비디오물 및 방송 프로그램 배급업
J,59,591,5914,영화 및 비디오물 상영업
J,59,591,59141,영화관 운영업
J,59,591,59142,비디오물 감상실 운영업
J,59,592,592,오디오물 출판 및 원판 녹음업
J,59,592,5920,오디오물 출판 및 원판 녹음업
J,59,592,59201,음악 및 기타 오디오물 출판업
J,59,592,59202,녹음시설 운영업
J,60,601,601,라디오 방송업
J,60,601,6010,라디오 방송업
J,60,601,60100,라디오 방송업
J,60,602,602,텔레비전 방송업
J,60,602,6021,지상파 방송업
J,60,602,60210,지상파 방송업
J,60,602,6022,유선_위성 및 기타 방송업
J,60,602,60221,프로그램 공급업
J,60,602,60222,유선 방송업
J,60,602,60229,위성 및 기타 방송업
J,61,611,611,공영 우편업
J,61,611,6110,공영 우편업
J,61,611,61100,공영 우편업
J,61,612,612,전기 통신업
J,61,612,6121,유선 통신업
J,61,612,61210,유선 통신업
J,61,612,6122,무선 및 위성 통신업
J,61,612,61220,무선 및 위성 통신업
J,61,612,6129,기타 전기 통신업
J,61,612,61291,통신 재판매업
J,61,612,61299,그 외 기타 전기 통신업
J,62,620,620,컴퓨터 프로그래밍_시스템 통합 및 관리업
K,64,641,641,은행 및 저축기관
K,64,641,6411,중앙은행
K,64,641,64110,중앙은행
K,64,641,6412,일반은행
K,64,641,64121,국내은행
K,64,641,64122,외국은행
K,64,641,6413,신용조합 및 저축기관
K,64,641,64131,신용조합
K,64,641,64132,상호 저축은행 및 기타 저축기관
K,64,642,642,신탁업 및 집합 투자업
K,64,642,6420,신탁업 및 집합 투자업
K,64,642,64201,신탁업 및 집합 투자업
K,64,642,64209,기타 금융 투자업
K,64,649,649,기타 금융업
K,64,649,6491,여신 금융업
K,64,649,64911,금융 리스업
K,64,649,64912,개발 금융기관
K,64,649,64913,신용카드 및 할부 금융업
K,64,649,64919,그 외 기타 여신 금융업
K,64,649,6499,그 외 기타 금융업
K,64,649,64991,기금 운영업
K,64,649,64992,지주회사
K,64,649,64999,그 외 기타 분류 안된 금융업
K,65,651,651,보험업
K,65,651,6511,생명보험업
K,65,651,65110,생명보험업
K,65,651,6512,손해 및 보증보험업
K,65,651,65121,손해보험업
K,65,651,65122,보증보험업
K,65,651,6513,사회보장보험업
K,65,651,65131,건강보험업
K,65,651,65139,산업 재해 및 기타 사회보장보험업
K,65,652,652,재보험업
K,65,652,6520,재보험업
K,65,652,65200,재보험업
K,65,653,653,연금 및 공제업
K,65,653,6530,연금 및 공제업
K,65,653,65301,개인 공제업
K,65,653,65302,사업 공제업
K,65,653,65303,연금업
K,66,661,661,금융 지원 서비스업
K,66,661,6611,금융시장 관리업
K,66,661,66110,금융시장 관리업
